Product Name,Rating,Price,Discount in Percent,Price Before Discount,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Graphic Processor,Storage Type,Ratings Count,Reviews Count,Brand
Lenovo Yoga 7 Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 14IRL8 Thin and Light ...,4.3,85990,23.0,111690.0,Intel,Core i5,Yes,512,16 GB,LPDDR5,1340P,Intel Integrated Iris Xe,SSD,20.0,5.0,Lenovo
Acer Aspire 5 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) A515-58M Thin and Li...,4.7,67999,2.0,69990.0,Intel,Core i5,Yes,512,8 GB,LPDDR5,1335U,Intel Integrated Iris Xe,SSD,3.0,0.0,Acer
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH...,4.4,82490,26.0,111890.0,Intel,Core i5,Yes,512,16 GB,LPDDR5X,13500H,Intel Integrated Iris Xe,SSD,92.0,18.0,Lenovo
HP AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Lapto...,4.3,42990,27.0,59109.0,AMD,Ryzen 5 Hexa Core,Yes,512,16 GB,DDR4,5500U,AMD Radeon Radeon Graphics,SSD,3316.0,247.0,HP
ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312W Thin ...,4.3,25990,42.0,44990.0,Intel,Core i3,Yes,256,8 GB,DDR4,1115G4,Intel Integrated UHD,SSD,3396.0,334.0,ASUS
HP 14s Intel Pentium Quad Core N6000 - (8 GB/256 GB SSD/Windows 11 Home) 14s-dq3033tu Thin and Light L...,4.0,33279,15.0,39288.0,Intel,Pentium Quad Core,Yes,256,8 GB,DDR4,N6000,Intel Integrated UHD,SSD,542.0,58.0,HP
Apple Apple M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8N4HN/A,,143990,7.0,154900.0,Apple,M3,Yes,512,24 GB,Unified Memory,Unknown,Unknown,SSD,0.0,0.0,Apple
Lenovo Intel Core i3 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) V14 Thin and Light Laptop,3.8,33990,35.0,52990.0,Intel,Core i3,Yes,512,16 GB,DDR4,Unknown,NA Intel,SSD,16.0,0.0,Lenovo
"ASUS Vivobook Go 15, with Backlit Keyboard, 12th Gen Intel Core i3 N305 - (8 GB/512 GB SSD/Windows 11 ...",4.3,31490,38.0,50990.0,Intel,Core i3,Yes,512,8 GB,DDR4,N305,Intel Integrated UHD,SSD,158.0,12.0,ASUS
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,4.0,31450,47.0,59390.0,AMD,Ryzen 3 Quad Core,Yes,512,8 GB,LPDDR5,7320U,AMD Radeon AMD Radeon 610M Graphics,SSD,332.0,17.0,Lenovo
Lenovo Ideapad Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) 14IGL7 Thin and Light...,,23990,43.0,42590.0,Intel,Celeron Dual Core,Yes,512,8 GB,DDR4,N4020,Intel Integrated UHD,SSD,0.0,0.0,Lenovo
DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 M...,3.5,81990,17.0,99155.0,Intel,Core i5,Yes,512,16 GB,DDR4,1235U,NVIDIA GeForce MX550,SSD,15.0,3.0,DELL
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,4.1,66990,13.0,77566.0,Intel,Core i5,Yes,512,16 GB,DDR4,12450H,NVIDIA GeForce RTX 3050A,SSD,10.0,1.0,HP
"ASUS Vivobook S 14 (2024) OLED - AI PC, AMD Ryzen AI 9 12 Core HX 370 - (24 GB/512 GB SSD/Windows 11 H...",4.0,104990,31.0,152990.0,AMD,Ryzen AI 9 12 Core,Yes,512,24 GB,LPDDR5X,HX 370,AMD Radeon AMD,SSD,3.0,0.0,ASUS
HP 15s AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0028AU Thin and Light Lapt...,4.2,37990,28.0,53413.0,AMD,Ryzen 5 Quad Core,Yes,512,8 GB,DDR4,7520U,AMD Radeon AMD,SSD,183.0,10.0,HP
DELL Inspiron 16 5630 Intel Core i7 1360P - (16 GB/1 TB SSD/Windows 11 Home) IN5630MV7F4001ORS1 Laptop,4.8,89490,21.0,113405.0,Intel,Core i7,Yes,1024.0,16 GB,LPDDR5,1360P,Intel Integrated Integrated,SSD,4.0,0.0,DELL
ASUS TUF Gaming F15 Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVID...,4.7,139988,23.0,181990.0,Intel,Core i7,Yes,1024.0,16 GB,DDR5,12700H,NVIDIA GeForce RTX 3060,SSD,39.0,7.0,ASUS
Lenovo Ideapad Slim 3 Intel Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 10 Home) 15IGL05 Laptop,4.2,23749,16.0,28500.0,Intel,Celeron Dual Core,Yes,256,4 GB,DDR4,N4020,Intel Integrated UHD 600,SSD,1327.0,183.0,Lenovo
Lenovo IdeaPad Slim 5 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home) 16IRL8 Laptop,4.2,81690,35.0,125890.0,Intel,Core i7,Yes,1024.0,16 GB,LPDDR5,13700H,Intel Integrated Iris Xe,SSD,285.0,19.0,Lenovo
MSI Crosshair 16 HX Intel Core i7 14th Gen 14700HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,4.5,169990,12.0,193990.0,Intel,Core i7,Yes,1024.0,32 GB,DDR5,14700HX,NVIDIA GeForce RTX 4070,SSD,41.0,5.0,MSI
HP Victus AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX ...,4.3,53499,33.0,79999.0,AMD,Ryzen 5 Hexa Core,Yes,512,16 GB,DDR4,5600H,AMD Radeon RX 6500M,SSD,443.0,36.0,HP
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin a...,4.1,68490,34.0,105190.0,Intel,Core i5,Yes,512,16 GB,LPDDR5,13500H,Intel Integrated Iris Xe,SSD,502.0,61.0,Lenovo
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,4.5,87990,26.0,120000.0,AMD,Ryzen 7 Octa Core,Yes,512,24 GB,DDR5,7435HS,NVIDIA GeForce RTX 4050,SSD,792.0,61.0,Lenovo
SAMSUNG Galaxy Book4 Pro 360 Evo AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) NP96...,4.6,164990,20.0,206989.0,Intel,Core Ultra 7,Yes,1024.0,16 GB,LPDDR5X,155H,Intel Integrated Arc,SSD,17.0,1.0,SAMSUNG
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 5 Thin ...,4.1,43990,50.0,89149.0,AMD,Ryzen 5 Hexa Core,Yes,512,8 GB,DDR4,7530U,AMD Radeon AMD,SSD,37.0,5.0,Lenovo
DELL Inspiron Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) 3511 Thin and Light La...,3.9,48490,31.0,71149.0,Intel,Core i5,Yes,512,8 GB,DDR4,1135G7,Intel Integrated UHD,SSD,463.0,36.0,DELL
ASUS Vivobook 16 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) X1605ZAC-MB540WS T...,4.7,52900,27.0,72990.0,Intel,Core i5,Yes,512,16 GB,DDR4,12500H,Intel Integrated Iris Xe,SSD,7.0,0.0,ASUS
Acer TravelMate P2 Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Windows 11 Home) TMP214-53 Thin a...,3.8,42990,46.0,79990.0,Intel,Core i7,Yes,512,16 GB,DDR4,1165G7,Intel Integrated Iris Xe,SSD,258.0,40.0,Acer
HP Chromebook Intel Celeron Dual Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromeb...,3.9,23588,26.0,32295.0,Intel,Celeron Dual Core,No,Unknown,4 GB,LPDDR4,N4120,Intel Integrated UHD Graphics,eMMC,1703.0,134.0,HP
Lenovo Legion 5 Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,4.6,129490,27.0,179790.0,Intel,Core i7,Yes,1024.0,16 GB,DDR5,14650HX,NVIDIA GeForce RTX 4050,SSD,18.0,2.0,Lenovo
MSI Sword 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,5.0,149990,13.0,173990.0,Intel,Core i7,Yes,1024.0,16 GB,DDR5,14700HX,NVIDIA GeForce RTX 4070,SSD,4.0,0.0,MSI
MSI Sword 16 HX Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,4.8,107990,16.0,128990.0,Intel,Core i7,Yes,1024.0,16 GB,DDR5,13700HX,NVIDIA GeForce RTX 4060,SSD,76.0,17.0,MSI
SAMSUNG Galaxy Book4 Pro Evo AI PC Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) NP960X...,4.6,134990,21.0,172489.0,Intel,Core Ultra 7,Yes,512,16 GB,LPDDR5X,155H,Intel Integrated Arc,SSD,44.0,5.0,SAMSUNG
Apple MacBook Air Apple M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12400092,4.7,110900,,87195.11267605633,Apple,M1,Yes,512,8 GB,DDR4,Apple M1 Chip,Unknown,SSD,17214.0,1355.0,Apple
Apple 2020 Macbook Air Apple M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,4.7,69990,22.0,89900.0,Apple,M1,Yes,256,8 GB,DDR4,Apple M1 Chip,Unknown,SSD,17214.0,1355.0,Apple
HP Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq3066TU Thin and Light Lapt...,3.8,24690,22.0,31964.0,Intel,Celeron Dual Core,Yes,512,8 GB,DDR4,N4500,Intel Integrated UHD,SSD,936.0,70.0,HP
Lenovo LOQ AI Powered AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/N...,4.0,99490,34.0,151667.0,AMD,Ryzen 7 Octa Core,Yes,512,16 GB,DDR5,7840HS,NVIDIA GeForce RTX 4060,SSD,245.0,30.0,Lenovo
Lenovo Yoga Slim 7 Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14IMH9 Thin and Light ...,4.5,90990,27.0,125890.0,Intel,Core Ultra 5,Yes,512,16 GB,LPDDR5X,125H,Intel Integrated Intel Arc,SSD,12.0,0.0,Lenovo
HP Pavilion AMD Ryzen 5 Hexa Core 5500U - (16 GB/1 TB SSD/Windows 11 Home) 15-eh1047AU Thin and Light ...,4.3,56990,11.0,64094.0,AMD,Ryzen 5 Hexa Core,Yes,1024.0,16 GB,DDR4,5500U,AMD Radeon AMD,SSD,229.0,15.0,HP
"Jio - JioBook 11 (JioOS) with Lifetime Office, MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Android 11) ...",,12990,48.0,25000.0,MediaTek,MediaTek MT8788,No,Unknown,4 GB,LPDDR4,Mediatek MT 8788 Octa Core 2.0 GHz ARM V8-A 64 bit,NA N/A,eMMC,0.0,0.0,Jio
Lenovo AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) 14ABR8 Thin and Light Laptop,4.2,65190,29.0,92290.0,AMD,Ryzen 7 Octa Core,Yes,1024.0,16 GB,DDR4,7730U,AMD Radeon AMD,SSD,11.0,1.0,Lenovo
Lenovo IdeaPad Slim 5 AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Thin and...,4.2,81900,26.0,111190.0,Intel,Core Ultra 5,Yes,1024.0,16 GB,LPDDR5X,125H,Intel Integrated Arc,SSD,291.0,38.0,Lenovo
Infinix X3 Slim Intel Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) XL422 Thin and...,4.2,42990,38.0,69990.0,Intel,Core i7,Yes,512,16 GB,LPDDR4X,1255U,Intel Integrated Iris Xe,SSD,146.0,14.0,Infinix
DELL Vostro Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3420 Thin and Lig...,3.9,31990,34.0,48999.0,Intel,Core i3,Yes,512,8 GB,DDR4,1115G4,Intel Integrated UHD Graphics,SSD,147.0,8.0,DELL
DELL Inspiron 5430 Intel Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) IN5430JNH1P001ORS1 Thin a...,4.0,70990,35.0,109800.0,Intel,Core i5,Yes,1024.0,16 GB,LPDDR5,Unknown,Intel Integrated Intel Iris Xe Graphics,SSD,157.0,19.0,DELL
ASUS TUF Gaming F15 with 90WHr Battery Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 Ho...,4.4,72990,18.0,89990.0,Intel,Core i5,Yes,512,16 GB,DDR4,11400H,NVIDIA GeForce RTX 3050,SSD,3040.0,291.0,ASUS
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 15IRU8 Thin and...,4.2,39990,29.0,56490.0,Intel,Core i3,Yes,512,8 GB,LPDDR5,1305U,Intel Integrated UHD,SSD,43.0,6.0,Lenovo
DELL Latitude Intel Core i3 11th Gen Core i3-1115G4 - (8 GB/256 GB SSD/Ubuntu) 3420 Business Laptop,4.3,29924,46.0,56000.0,Intel,Core i3,Yes,256,8 GB,DDR4,Core i3-1115G4,Intel Integrated,SSD,32.0,4.0,DELL
"ASUS Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/W...",4.7,96890,15.0,114990.0,Intel,Core Ultra 5,Yes,1024.0,16 GB,LPDDR5X,125H,Intel Integrated Arc,SSD,46.0,9.0,ASUS
HP 250 G9 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/DOS) 7M659PA Laptop,3.9,32990,23.0,43188.0,Intel,Core i3,Yes,512,8 GB,DDR4,1215U,Intel Integrated Intel Graphics,SSD,40.0,3.0,HP
Lenovo IdeaPad 5 2-in-1 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 14IRU9 2 in 1 Laptop,,80490,28.0,113290.0,Intel,Core 5,Yes,512,16 GB,LPDDR5X,120U,Intel Integrated Intel,SSD,0.0,0.0,Lenovo
ASUS Vivobook 15 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) X1504VAP-NJ542WS Thin and Ligh...,,50990,36.0,79990.0,Intel,Core 5,Yes,512,16 GB,DDR4,120U,Intel Integrated Intel Graphics,SSD,0.0,0.0,ASUS
SAMSUNG Galaxy Book4 Pro 360 Evo AI PC Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) NP...,4.6,148990,20.0,188589.0,Intel,Core Ultra 7,Yes,512,16 GB,LPDDR5X,155H,Intel Integrated Arc,SSD,17.0,1.0,SAMSUNG
ASUS TUF Gaming A15 AMD Ryzen 9 Octa Core 8945H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,5.0,137990,19.0,171990.0,AMD,Ryzen 9 Octa Core,Yes,1024.0,16 GB,DDR5,8945H,NVIDIA GeForce RTX 4070,SSD,8.0,1.0,ASUS
SAMSUNG Galaxy Book4 Pro Evo AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) NP960XGK...,3.7,166990,20.0,209289.0,Intel,Core Ultra 7,Yes,1024.0,32 GB,LPDDR5X,155H,Intel Integrated Arc,SSD,15.0,0.0,SAMSUNG
ASUS TUF Gaming F15 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,4.4,67990,22.0,87990.0,Intel,Core i5,Yes,512,16 GB,DDR4,12500H,NVIDIA GeForce RTX 3050,SSD,921.0,75.0,ASUS
Lenovo LOQ AI Powered AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/N...,4.2,75990,35.0,117490.0,AMD,Ryzen 7 Octa Core,Yes,512,16 GB,DDR5,7840HS,NVIDIA GeForce RTX 3050,SSD,72.0,11.0,Lenovo
ASUS Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) X1605ZAC-MB542WS Thin and Ligh...,3.3,51990,28.0,72990.0,Intel,Core i5,Yes,512,16 GB,DDR4,12500H,Intel Integrated Iris Xe,SSD,6.0,0.0,ASUS
Lenovo ThinkBook 15 G4 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) TB15 G4 IAP Th...,4.1,50190,50.0,102240.0,Intel,Core i5,Yes,512,8 GB,DDR4,1235U,Intel Integrated UHD,SSD,185.0,18.0,Lenovo
ASUS TUF A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,3.0,59990,26.0,81990.0,AMD,Ryzen 5 Hexa Core,Yes,512,16 GB,DDR5,7535HS,NVIDIA GeForce RTX 3050,SSD,4.0,0.0,ASUS
HP Pavilion Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3018TU Thin and Light...,4.3,70500,19.0,87299.0,Intel,Core i5,Yes,1024.0,16 GB,DDR4,1335U,Intel Integrated Iris Xe,SSD,1170.0,79.0,HP
Acer Aspire 3 Intel Pentium Gold 4417U - (4 GB/500 GB HDD/Windows 10 Home) A315-53-P4MY Laptop,4.1,25289,10.0,28147.0,Intel,Pentium Gold,No,Unknown,4 GB,DDR4,4417U,Intel Integrated HD 610,HDD,5361.0,855.0,Acer
Lenovo Thinkpad E14 G5 Intel Core i5 13th Gen 1335U with 3 year Warranty - (16 GB/512 GB SSD/Windows 1...,3.5,67590,27.0,92900.0,Intel,Core i5,Yes,512,16 GB,DDR4,1335U with 3 year Warranty,Intel Integrated Intel Iris Graphics,SSD,15.0,1.0,Lenovo
DELL Intel Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) G...,4.1,78990,25.0,106331.0,Intel,Core i5,Yes,1024.0,16 GB,DDR5,Unknown,NVIDIA GeForce RTX 3050,SSD,119.0,7.0,DELL
HP Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0187TU Thin and Light Laptop,4.1,54990,22.0,70841.0,Intel,Core i5,Yes,512,8 GB,DDR4,1335U,Intel Integrated Iris Xe,SSD,363.0,29.0,HP
DELL Inspiron AMD Ryzen 3 Quad Core 5425U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and L...,3.9,40500,28.0,56784.0,AMD,Ryzen 3 Quad Core,Yes,512,8 GB,DDR4,5425U,AMD Radeon AMD,SSD,16.0,2.0,DELL
HP Victus Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,4.5,95990,15.0,113017.0,Intel,Core i7,Yes,512,16 GB,DDR4,13620H,NVIDIA GeForce RTX 3050,SSD,4.0,0.0,HP
Lenovo IdeaPad Gaming 3 Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphic...,4.5,97990,36.0,153890.0,Intel,Core i7,Yes,512,16 GB,DDR4,12700H,NVIDIA GeForce RTX 3060,SSD,19.0,2.0,Lenovo
DELL AMD Ryzen 5 Dual Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 Thin and Light Lapt...,4.6,41990,30.0,59990.0,AMD,Ryzen 5 Dual Core,Yes,512,8 GB,DDR4,7520U,AMD Radeon AMD,SSD,38.0,4.0,DELL
DELL Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapto...,3.8,52990,11.0,59990.0,Intel,Core i5,Yes,512,8 GB,DDR4,1334U,Intel Integrated UHD,SSD,20.0,2.0,DELL
HP 15s Intel Core i3 11th Gen 1115G4 - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 15s-du3614TU Thin an...,4.0,39999,22.0,51390.0,Intel,Core i3,Yes,256,8 GB,DDR4,1115G4,Intel Integrated UHD Graphics,Hybrid,214.0,16.0,HP
MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.5,57990,26.0,78990.0,AMD,Ryzen 5 Hexa Core,Yes,512,16 GB,DDR5,7535HS,NVIDIA GeForce RTX 3050,SSD,29.0,1.0,MSI
Ultimus Intel Celeron Dual Core N4020 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3INC43BN-MB Th...,3.3,12990,48.0,24990.0,Intel,Celeron Dual Core,No,Unknown,4 GB,DDR4,N4020,Intel Integrated UHD,SSD,2101.0,298.0,Ultimus
ASUS Vivobook GO 15 OLED AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FAB-LK5...,4.3,47990,30.0,68990.0,AMD,Ryzen 5 Quad Core,Yes,512,16 GB,LPDDR5,7520U,AMD Radeon AMD,SSD,10.0,1.0,ASUS
ASUS ROG Strix G16 with 90WHr Battery Intel HX-Series Intel Core i9 13th Gen 13980HX - (16 GB/1 TB SSD...,4.4,159990,11.0,179990.0,Intel,Core i9,Yes,1024.0,16 GB,DDR5,13980HX,NVIDIA GeForce RTX 4060,SSD,32.0,7.0,ASUS
DELL Vostro AMD Ryzen 3 Quad Core 5425U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3425 Thin and Light...,4.3,34800,31.0,50646.0,AMD,Ryzen 3 Quad Core,Yes,256,8 GB,DDR4,5425U,AMD Radeon AMD,SSD,197.0,34.0,DELL
HP OMEN Intel Core i7 11th Gen 11800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce R...,,195210,,87195.11267605633,Intel,Core i7,Yes,1024.0,16 GB,DDR4,11800H,NVIDIA GeForce RTX 3070,SSD,0.0,0.0,HP
Avita Liber E Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) AM15A2INT56F-CHF Thin a...,3.3,25990,56.0,59980.0,Intel,Core i3,Yes,512,8 GB,DDR4,1215U,Intel Integrated Intel Integrated,SSD,21.0,8.0,Avita
HP FQ Series Intel Core i3 12th Gen 1215U - (8 GB/1 TB SSD/Windows 11 Home) 15s-FQ5328TU Thin and Ligh...,4.2,39980,23.0,52055.0,Intel,Core i3,Yes,1024.0,8 GB,DDR4,1215U,Intel Integrated UHD,SSD,248.0,11.0,HP
ASUS Chromebook Plus Intel Core i3 12th Gen 1215U - (8 GB/128 GB/Chrome OS) CX3402CBA-PQ0173 Chromeboo...,3.9,30990,44.0,55990.0,Intel,Core i3,No,Unknown,8 GB,LPDDR5,1215U,Intel Integrated UHD,UFS,27.0,3.0,ASUS
ASUS Vivobook 15 Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) X515EA-BQ522WS Thin...,4.2,40990,41.0,69990.0,Intel,Core i5,Yes,512,8 GB,DDR4,1135G7,Intel Integrated Iris Xe,SSD,422.0,34.0,ASUS
Acer Aspire Lite Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Li...,4.1,31990,41.0,54790.0,Intel,Core i3,Yes,512,16 GB,DDR4,1215U,Intel Integrated UHD,SSD,721.0,59.0,Acer
MSI Katana A15 AI AMD Ryzen 7 Octa Core 8845HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,4.4,96990,17.0,117990.0,AMD,Ryzen 7 Octa Core,Yes,512,16 GB,DDR5,8845HS,NVIDIA GeForce RTX 4050,SSD,45.0,5.0,MSI
MSI Cyborg 14 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,4.3,68990,27.0,94990.0,Intel,Core i5,Yes,512,16 GB,DDR5,13420H,NVIDIA GeForce RTX 3050,SSD,13.0,0.0,MSI
Lenovo IdeaPad Slim 5 WUXGA IPS AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14I...,4.2,71990,30.0,103790.0,Intel,Core Ultra 5,Yes,512,16 GB,LPDDR5X,125H,Intel Integrated Intel Arc,SSD,291.0,38.0,Lenovo
Infinix ZEROBOOK 13 Intel Intel Core i9 13th Gen 13900H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin ...,4.0,71990,51.0,149900.0,Intel,Core i9,Yes,1024.0,32 GB,LPDDR5X,13900H,Intel Integrated 96EU Iris Xe,SSD,1149.0,160.0,Infinix
HP Pavilion Plus Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 14-eh1022TU Thin an...,4.3,70899,24.0,93876.0,Intel,Core i5,Yes,512,16 GB,LPDDR5,1340P,Intel Integrated Iris Xe,SSD,55.0,9.0,HP
HP Pavilion AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh2018AU Thin and Light...,4.2,47999,25.0,64492.0,AMD,Ryzen 5 Hexa Core,Yes,512,8 GB,DDR4,5625U,AMD Radeon Radeon Graphics,SSD,498.0,48.0,HP
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/128 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,,14990,54.0,32999.0,Intel,Celeron Dual Core,Yes,128,8 GB,DDR4,Unknown,Intel Integrated UHD,SSD,0.0,0.0,Acer
HP 15s Intel Core i3 11th Gen 1115G4 - (8 GB/1 TB HDD/Windows 10 Home) 15s-dy3001TU Thin and Light Lap...,3.6,31990,34.0,48500.0,Intel,Core i3,No,Unknown,8 GB,DDR4,1115G4,Intel Integrated UHD,HDD,16.0,5.0,HP
Acer Aspire 5 Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) A515-56-51EV Thin and ...,4.2,75999,,87195.11267605633,Intel,Core i5,Yes,512,8 GB,DDR4,1135G7,Intel Integrated Iris Xe,SSD,374.0,40.0,Acer
ASUS TUF Gaming A15 with 90WHr Battery AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Hom...,4.1,89990,25.0,119990.0,AMD,Ryzen 7 Octa Core,Yes,512,16 GB,DDR5,7735HS,NVIDIA GeForce RTX 4050,SSD,88.0,11.0,ASUS
ASUS ROG Strix Scar 16 Intel Core i9 14th Gen 14900HX - (32 GB/2 TB SSD/Windows 11 Home/12 GB Graphics...,3.8,279990,19.0,347990.0,Intel,Core i9,Yes,2048.0,32 GB,DDR5,14900HX,NVIDIA GeForce RTX 4080,SSD,4.0,0.0,ASUS
